1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
38, minecraft:village_taiga, CREATURE, mythicmounts:firebird, 10, 1, 1
39, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
40, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
41, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
42, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
43, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
44, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
45, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
46, minecraft:ancient_city, HEADING, header:ignore, 0, 0, 0
47, twilightforest:hedge_maze, HEADING, header:ignore, 0, 0, 0
48, twilightforest:quest_grove, HEADING, header:ignore, 0, 0, 0
49, twilightforest:mushroom_tower, HEADING, header:ignore, 0, 0, 0
50, twilightforest:small_hollow_hill, HEADING, header:ignore, 0, 0, 0
51, twilightforest:medium_hollow_hill, HEADING, header:ignore, 0, 0, 0
52, twilightforest:large_hollow_hill, HEADING, header:ignore, 0, 0, 0
53, twilightforest:naga_courtyard, HEADING, header:ignore, 0, 0, 0
54, twilightforest:lich_tower, HEADING, header:ignore, 0, 0, 0
55, twilightforest:labyrinth, HEADING, header:ignore, 0, 0, 0
56, twilightforest:hydra_lair, HEADING, header:ignore, 0, 0, 0
57, twilightforest:knight_stronghold, HEADING, header:ignore, 0, 0, 0
58, twilightforest:dark_tower, HEADING, header:ignore, 0, 0, 0
59, twilightforest:yeti_cave, HEADING, header:ignore, 0, 0, 0
60, twilightforest:aurora_palace, HEADING, header:ignore, 0, 0, 0
61, twilightforest:troll_cave, HEADING, header:ignore, 0, 0, 0
62, twilightforest:final_castle, HEADING, header:ignore, 0, 0, 0
63, infernalexp:glowstone_canyon_ruin, HEADING, header:ignore, 0, 0, 0
64, infernalexp:soul_sand_valley_ruin, HEADING, header:ignore, 0, 0, 0
65, infernalexp:bastion_outpost, HEADING, header:ignore, 0, 0, 0
66, infernalexp:strider_altar, HEADING, header:ignore, 0, 0, 0
67, idas:desert_camp/desert_camp_orange, HEADING, header:ignore, 0, 0, 0
68, terralith:zpointer/terralith_snowy_badlands, HEADING, header:ignore, 0, 0, 0
69, terralith:zpointer/terralith_blooming_valley, HEADING, header:ignore, 0, 0, 0
70, terralith:fortified_desert_village, HEADING, header:ignore, 0, 0, 0
71, bettermineshafts:mineshaft_overgrown, HEADING, header:ignore, 0, 0, 0
72, terralith:zpointer/terralith_basalt_cliffs, HEADING, header:ignore, 0, 0, 0
73, ctov:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
74, ctov:pillager_outpost_badlands, MONSTER, minecraft:pillager, 5, 1, 5
75, ctov:pillager_outpost_badlands, MONSTER, minecraft:evoker, 1, 1, 1
76, ctov:pillager_outpost_badlands, MONSTER, minecraft:vindicator, 2, 1, 3
77, ctov:pillager_outpost_badlands, MONSTER, minecraft:witch, 2, 1, 1
78, ctov:small/village_mountain, HEADING, header:ignore, 0, 0, 0
79, ctov:small/village_mountain, CREATURE, mythicmounts:firebird, 10, 1, 1
80, terralith:zpointer/terralith_desert_canyon, HEADING, header:ignore, 0, 0, 0
81, bettermineshafts:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
82, terralith:spire, HEADING, header:ignore, 0, 0, 0
83, bettermineshafts:mineshaft_lush, HEADING, header:ignore, 0, 0, 0
84, terralith:zpointer/minecraft_dark_forest, HEADING, header:ignore, 0, 0, 0
85, terralith:glacial_hut, HEADING, header:ignore, 0, 0, 0
86, ctov:medium/village_jungle, HEADING, header:ignore, 0, 0, 0
87, ctov:medium/village_jungle, CREATURE, mythicmounts:firebird, 10, 1, 1
88, ctov:small/village_swamp, HEADING, header:ignore, 0, 0, 0
89, ctov:small/village_swamp, CREATURE, mythicmounts:firebird, 10, 1, 1
90, incendium:pipeline, HEADING, header:ignore, 0, 0, 0
91, terralith:zpointer/minecraft_eroded_badlands, HEADING, header:ignore, 0, 0, 0
92, ctov:medium/village_snowy, HEADING, header:ignore, 0, 0, 0
93, ctov:medium/village_snowy, CREATURE, mythicmounts:firebird, 10, 1, 1
94, environmental:log_cabin, HEADING, header:ignore, 0, 0, 0
95, beautify:botanist_house_plains, HEADING, header:ignore, 0, 0, 0
96, terralith:zpointer/minecraft_dripstone_caves, HEADING, header:ignore, 0, 0, 0
97, terralith:zpointer/terralith_savanna_badlands, HEADING, header:ignore, 0, 0, 0
98, terralith:zpointer/minecraft_deep_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
99, explorify:dark_forest_settlement, HEADING, header:ignore, 0, 0, 0
100, explorify:supply_cache/jungle, HEADING, header:ignore, 0, 0, 0
101, terralith:zpointer/terralith_hot_shrubland, HEADING, header:ignore, 0, 0, 0
102, terralith:zpointer/terralith_white_mesa, HEADING, header:ignore, 0, 0, 0
103, terralith:zpointer/minecraft_desert, HEADING, header:ignore, 0, 0, 0
104, biomemakeover:mansion, HEADING, header:ignore, 0, 0, 0
105, terralith:zpointer/minecraft_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
106, explorify:watchtower/plains, HEADING, header:ignore, 0, 0, 0
107, terralith:zpointer/terralith_blooming_plateau, HEADING, header:ignore, 0, 0, 0
108, ctov:small/village_taiga, HEADING, header:ignore, 0, 0, 0
109, ctov:small/village_taiga, CREATURE, mythicmounts:firebird, 10, 1, 1
110, terralith:zpointer/terralith_stony_spires, HEADING, header:ignore, 0, 0, 0
111, idas:lumber_camp/lumber_camp_bopredwood, HEADING, header:ignore, 0, 0, 0
112, bettermineshafts:mineshaft_red_desert, HEADING, header:ignore, 0, 0, 0
113, ctov:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
114, ctov:pillager_outpost_jungle, MONSTER, minecraft:pillager, 5, 1, 1
115, ctov:pillager_outpost_jungle, MONSTER, minecraft:evoker, 1, 1, 1
116, ctov:pillager_outpost_jungle, MONSTER, minecraft:vindicator, 2, 1, 1
117, ctov:pillager_outpost_jungle, MONSTER, minecraft:witch, 2, 1, 1
118, explorify:supply_cache/birch, HEADING, header:ignore, 0, 0, 0
119, bakery:bakery, HEADING, header:ignore, 0, 0, 0
120, bakery:bakery, CREATURE, minecraft:pig, 1, 1, 4
121, terralith:zpointer/terralith_arid_highlands, HEADING, header:ignore, 0, 0, 0
122, ctov:large/village_mesa, HEADING, header:ignore, 0, 0, 0
123, ctov:large/village_mesa, CREATURE, mythicmounts:firebird, 10, 1, 1
124, ctov:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
125, ctov:pillager_outpost_savanna, MONSTER, minecraft:pillager, 5, 1, 1
126, ctov:pillager_outpost_savanna, MONSTER, minecraft:evoker, 1, 1, 1
127, ctov:pillager_outpost_savanna, MONSTER, minecraft:vindicator, 2, 1, 1
128, ctov:pillager_outpost_savanna, MONSTER, minecraft:witch, 2, 1, 1
129, idas:lumber_camp/lumber_camp_birch, HEADING, header:ignore, 0, 0, 0
130, terralith:zpointer/minecraft_bamboo_jungle, HEADING, header:ignore, 0, 0, 0
131, idas:cottage, HEADING, header:ignore, 0, 0, 0
132, idas:ruins_of_the_deep, HEADING, header:ignore, 0, 0, 0
133, terralith:zpointer/terralith_cold_shrubland, HEADING, header:ignore, 0, 0, 0
134, ctov:large/village_taiga, HEADING, header:ignore, 0, 0, 0
135, ctov:large/village_taiga, CREATURE, mythicmounts:firebird, 10, 1, 1
136, beautify:botanist_house_snowy, HEADING, header:ignore, 0, 0, 0
137, terralith:zpointer/terralith_fractured_savanna, HEADING, header:ignore, 0, 0, 0
138, terralith:zpointer/minecraft_frozen_peaks, HEADING, header:ignore, 0, 0, 0
139, ctov:medium/village_swamp, HEADING, header:ignore, 0, 0, 0
140, ctov:medium/village_swamp, CREATURE, mythicmounts:firebird, 10, 1, 1
141, terralith:zpointer/terralith_rocky_mountains, HEADING, header:ignore, 0, 0, 0
142, idas:bearclaw_inn, HEADING, header:ignore, 0, 0, 0
143, hexerei:nature_coven, HEADING, header:ignore, 0, 0, 0
144, terralith:underground/frosted_dungeon, HEADING, header:ignore, 0, 0, 0
145, terralith:zpointer/minecraft_frozen_ocean, HEADING, header:ignore, 0, 0, 0
146, idas:brickhouse, HEADING, header:ignore, 0, 0, 0
147, idas:desert_camp/desert_camp_red, HEADING, header:ignore, 0, 0, 0
148, betterwitchhuts:witch_circle, HEADING, header:ignore, 0, 0, 0
149, betterwitchhuts:witch_circle, MONSTER, minecraft:witch, 1, 1, 1
150, betterwitchhuts:witch_circle, CREATURE, minecraft:cat, 1, 1, 1
151, terralith:underground/sunken_tower, HEADING, header:ignore, 0, 0, 0
152, idas:haunted_manor, HEADING, header:ignore, 0, 0, 0
153, idas:haunted_manor, MONSTER, quark:wraith, 3, 3, 4
154, totw_reworked:derelict_grass, HEADING, header:ignore, 0, 0, 0
155, ctov:small/village_mushroom, HEADING, header:ignore, 0, 0, 0
156, ctov:small/village_mushroom, CREATURE, mythicmounts:firebird, 10, 1, 1
157, terralith:zpointer/minecraft_birch_forest, HEADING, header:ignore, 0, 0, 0
158, terralith:zpointer/minecraft_savanna, HEADING, header:ignore, 0, 0, 0
159, terralith:zpointer/terralith_lavender_valley, HEADING, header:ignore, 0, 0, 0
160, terralith:zpointer/terralith_sakura_grove, HEADING, header:ignore, 0, 0, 0
161, structory:boat, HEADING, header:ignore, 0, 0, 0
162, terralith:underground_cabin, HEADING, header:ignore, 0, 0, 0
163, idas:farmhouse, HEADING, header:ignore, 0, 0, 0
164, terralith:zpointer/terralith_moonlight_grove, HEADING, header:ignore, 0, 0, 0
165, terralith:zpointer/terralith_volcanic_peaks, HEADING, header:ignore, 0, 0, 0
166, idas:treetop_tavern, HEADING, header:ignore, 0, 0, 0
167, idas:abandonedhouse, HEADING, header:ignore, 0, 0, 0
168, idas:lumber_camp/lumber_camp_dark_oak, HEADING, header:ignore, 0, 0, 0
169, ctov:medium/village_mesa, HEADING, header:ignore, 0, 0, 0
170, ctov:medium/village_mesa, CREATURE, mythicmounts:firebird, 10, 1, 1
171, bettermineshafts:mineshaft_oak, HEADING, header:ignore, 0, 0, 0
172, totw_reworked:ocean_warm, HEADING, header:ignore, 0, 0, 0
173, idas:lumber_camp/lumber_camp_spruce, HEADING, header:ignore, 0, 0, 0
174, explorify:farmstead, HEADING, header:ignore, 0, 0, 0
175, structory:old_manor, HEADING, header:ignore, 0, 0, 0
176, terralith:zpointer/terralith_red_oasis, HEADING, header:ignore, 0, 0, 0
177, terralith:zpointer/terralith_valley_clearing, HEADING, header:ignore, 0, 0, 0
178, idas:ancient_portal/nether_ancient_portal, HEADING, header:ignore, 0, 0, 0
179, idas:ancient_portal/nether_ancient_portal, MONSTER, quark:wraith, 10, 1, 1
180, betterdungeons:spider_dungeon, HEADING, header:ignore, 0, 0, 0
181, betterdungeons:spider_dungeon, MONSTER, minecraft:spider, 30, 4, 12
182, betterdungeons:spider_dungeon, MONSTER, minecraft:cave_spider, 30, 4, 8
183, terralith:zpointer/minecraft_deep_cold_ocean, HEADING, header:ignore, 0, 0, 0
184, terralith:zpointer/terralith_cloud_forest, HEADING, header:ignore, 0, 0, 0
185, terralith:zpointer/terralith_gravel_desert, HEADING, header:ignore, 0, 0, 0
186, terralith:zpointer/minecraft_snowy_beach, HEADING, header:ignore, 0, 0, 0
187, idas:animal_den/foxhound_den, HEADING, header:ignore, 0, 0, 0
188, ctov:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
189, ctov:pillager_outpost_beach, MONSTER, minecraft:pillager, 5, 1, 1
190, ctov:pillager_outpost_beach, MONSTER, minecraft:evoker, 1, 1, 1
191, ctov:pillager_outpost_beach, MONSTER, minecraft:vindicator, 2, 1, 1
192, ctov:pillager_outpost_beach, MONSTER, minecraft:witch, 2, 1, 1
193, terralith:zpointer/minecraft_mushroom_fields, HEADING, header:ignore, 0, 0, 0
194, terralith:zpointer/terralith_alpine_highlands, HEADING, header:ignore, 0, 0, 0
195, idas:nexus, HEADING, header:ignore, 0, 0, 0
196, idas:nexus, MONSTER, minecraft:silverfish, 3, 1, 4
197, idas:nexus, MONSTER, quark:wraith, 3, 1, 4
198, terralith:zpointer/terralith_alpha_islands_winter, HEADING, header:ignore, 0, 0, 0
199, explorify:supply_cache/taiga, HEADING, header:ignore, 0, 0, 0
200, terralith:zpointer/terralith_granite_cliffs, HEADING, header:ignore, 0, 0, 0
201, explorify:guide_post_warm, HEADING, header:ignore, 0, 0, 0
202, structory:dense_forest_ruin, HEADING, header:ignore, 0, 0, 0
203, terralith:zpointer/terralith_forested_highlands, HEADING, header:ignore, 0, 0, 0
204, ctov:large/village_savanna, HEADING, header:ignore, 0, 0, 0
205, ctov:large/village_savanna, CREATURE, mythicmounts:firebird, 10, 1, 1
206, idas:bazaar, HEADING, header:ignore, 0, 0, 0
207, structory:swamp_ruin, HEADING, header:ignore, 0, 0, 0
208, terralith:zpointer/minecraft_snowy_slopes, HEADING, header:ignore, 0, 0, 0
209, idas:redhorn_guild, HEADING, header:ignore, 0, 0, 0
210, structory:graveyard, HEADING, header:ignore, 0, 0, 0
211, ctov:large/village_snowy, HEADING, header:ignore, 0, 0, 0
212, ctov:large/village_snowy, CREATURE, mythicmounts:firebird, 10, 1, 1
213, terralith:zpointer/minecraft_snowy_taiga, HEADING, header:ignore, 0, 0, 0
214, terralith:zpointer/minecraft_frozen_river, HEADING, header:ignore, 0, 0, 0
215, terralith:zpointer/terralith_skylands_spring, HEADING, header:ignore, 0, 0, 0
216, nullscape:dragon_skeleton, HEADING, header:ignore, 0, 0, 0
217, meadow:monument, HEADING, header:ignore, 0, 0, 0
218, meadow:monument, CREATURE, minecraft:pig, 1, 1, 4
219, terralith:zpointer/minecraft_forest, HEADING, header:ignore, 0, 0, 0
220, ctov:small/village_mesa, HEADING, header:ignore, 0, 0, 0
221, ctov:small/village_mesa, CREATURE, mythicmounts:firebird, 10, 1, 1
222, terralith:zpointer/minecraft_badlands, HEADING, header:ignore, 0, 0, 0
223, minecraft:village_meadow, HEADING, header:ignore, 0, 0, 0
224, minecraft:village_meadow, CREATURE, mythicmounts:firebird, 10, 1, 1
225, idas:lumber_camp/lumber_camp_bygmahogany, HEADING, header:ignore, 0, 0, 0
226, terralith:zpointer/terralith_rocky_shrubland, HEADING, header:ignore, 0, 0, 0
227, ctov:small/village_dark_forest, HEADING, header:ignore, 0, 0, 0
228, ctov:small/village_dark_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
229, idas:desert_market/desert_market_red, HEADING, header:ignore, 0, 0, 0
230, incendium:infernal_altar, HEADING, header:ignore, 0, 0, 0
231, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
232, terralith:zpointer/terralith_shield_clearing, HEADING, header:ignore, 0, 0, 0
233, idas:wizard_tower, HEADING, header:ignore, 0, 0, 0
234, terralith:zpointer/minecraft_cold_ocean, HEADING, header:ignore, 0, 0, 0
235, explorify:supply_cache/desert, HEADING, header:ignore, 0, 0, 0
236, ctov:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
237, ctov:pillager_outpost_desert, MONSTER, minecraft:pillager, 5, 1, 1
238, ctov:pillager_outpost_desert, MONSTER, minecraft:evoker, 1, 1, 1
239, ctov:pillager_outpost_desert, MONSTER, minecraft:vindicator, 2, 1, 1
240, ctov:pillager_outpost_desert, MONSTER, minecraft:witch, 2, 1, 1
241, idas:ancient_statue/ancient_statue_plains, HEADING, header:ignore, 0, 0, 0
242, explorify:campsite, HEADING, header:ignore, 0, 0, 0
243, incendium:quartz_kitchen, HEADING, header:ignore, 0, 0, 0
244, idas:tinkers_workshop, HEADING, header:ignore, 0, 0, 0
245, terralith:zpointer/minecraft_deep_ocean, HEADING, header:ignore, 0, 0, 0
246, idas:enchantingtower, HEADING, header:ignore, 0, 0, 0
247, terralith:zpointer/minecraft_ocean, HEADING, header:ignore, 0, 0, 0
248, betterdungeons:zombie_dungeon, HEADING, header:ignore, 0, 0, 0
249, betterdungeons:zombie_dungeon, MONSTER, minecraft:zombie, 30, 4, 12
250, idas:iceandfire/dread_citadel, HEADING, header:ignore, 0, 0, 0
251, terralith:zpointer/terralith_amethyst_canyon, HEADING, header:ignore, 0, 0, 0
252, terralith:zpointer/terralith_yellowstone, HEADING, header:ignore, 0, 0, 0
253, terralith:zpointer/terralith_mountain_steppe, HEADING, header:ignore, 0, 0, 0
254, terralith:zpointer/terralith_white_cliffs, HEADING, header:ignore, 0, 0, 0
255, meadow:chalet, HEADING, header:ignore, 0, 0, 0
256, idas:ancient_mines, HEADING, header:ignore, 0, 0, 0
257, idas:ancient_mines, MONSTER, minecraft:silverfish, 1, 1, 1
258, idas:ancient_mines, MONSTER, quark:wraith, 1, 1, 1
259, explorify:ruins, HEADING, header:ignore, 0, 0, 0
260, hexerei:witch_hut, HEADING, header:ignore, 0, 0, 0
261, terralith:zpointer/terralith_steppe, HEADING, header:ignore, 0, 0, 0
262, idas:pillager_fortress, HEADING, header:ignore, 0, 0, 0
263, terralith:zpointer/terralith_shrubland, HEADING, header:ignore, 0, 0, 0
264, explorify:mangrove_hut, HEADING, header:ignore, 0, 0, 0
265, terralith:zpointer/terralith_skylands_summer, HEADING, header:ignore, 0, 0, 0
266, friendsandfoes:iceologer_cabin, HEADING, header:ignore, 0, 0, 0
267, friendsandfoes:iceologer_cabin, MONSTER, minecraft:pig, 1, 1, 1
268, terralith:zpointer/terralith_alpine_grove, HEADING, header:ignore, 0, 0, 0
269, terralith:zpointer/terralith_emerald_peaks, HEADING, header:ignore, 0, 0, 0
270, terralith:zpointer/terralith_skylands, HEADING, header:ignore, 0, 0, 0
271, integrated_stronghold:stronghold, HEADING, header:ignore, 0, 0, 0
272, integrated_stronghold:stronghold, MONSTER, minecraft:silverfish, 1, 1, 3
273, integrated_stronghold:stronghold, MONSTER, minecraft:enderman, 1, 1, 1
274, swampier_swamps:village_swamp, HEADING, header:ignore, 0, 0, 0
275, terralith:zpointer/minecraft_stony_peaks, HEADING, header:ignore, 0, 0, 0
276, ars_nouveau:stalker_wilden_den, HEADING, header:ignore, 0, 0, 0
277, ars_nouveau:stalker_wilden_den, MONSTER, ars_nouveau:wilden_stalker, 5, 3, 3
278, structory:firetower, HEADING, header:ignore, 0, 0, 0
279, explorify:supply_cache/mangrove, HEADING, header:ignore, 0, 0, 0
280, terralith:zpointer/terralith_sakura_valley, HEADING, header:ignore, 0, 0, 0
281, terralith:zpointer/terralith_sandstone_valley, HEADING, header:ignore, 0, 0, 0
282, terralith:zpointer/terralith_tropical_jungle, HEADING, header:ignore, 0, 0, 0
283, terralith:zpointer/terralith_volcanic_crater, HEADING, header:ignore, 0, 0, 0
284, totw_reworked:regular, HEADING, header:ignore, 0, 0, 0
285, terralith:zpointer/terralith_desert_spires, HEADING, header:ignore, 0, 0, 0
286, ctov:small/village_beach, HEADING, header:ignore, 0, 0, 0
287, ctov:small/village_beach, CREATURE, mythicmounts:firebird, 10, 1, 1
288, beautify:botanist_house_taiga, HEADING, header:ignore, 0, 0, 0
289, meadow:logging_camp, HEADING, header:ignore, 0, 0, 0
290, meadow:logging_camp, CREATURE, minecraft:pig, 1, 1, 4
291, incendium:forbidden_castle, HEADING, header:ignore, 0, 0, 0
292, betterdungeons:skeleton_dungeon, HEADING, header:ignore, 0, 0, 0
293, betterdungeons:skeleton_dungeon, MONSTER, minecraft:skeleton, 30, 4, 12
294, terralith:zpointer/terralith_moonlight_valley, HEADING, header:ignore, 0, 0, 0
295, explorify:end_shipwreck, HEADING, header:ignore, 0, 0, 0
296, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
297, idas:fishermans_lodge, HEADING, header:ignore, 0, 0, 0
298, friendsandfoes:illusioner_shack, HEADING, header:ignore, 0, 0, 0
299, friendsandfoes:illusioner_shack, MONSTER, minecraft:illusioner, 1, 1, 1
300, incendium:ruined_lab, HEADING, header:ignore, 0, 0, 0
301, terralith:zpointer/terralith_mirage_isles, HEADING, header:ignore, 0, 0, 0
302, idas:lumber_camp/lumber_camp_oak, HEADING, header:ignore, 0, 0, 0
303, terralith:zpointer/terralith_snowy_maple_forest, HEADING, header:ignore, 0, 0, 0
304, explorify:supply_cache/dark, HEADING, header:ignore, 0, 0, 0
305, idas:lumber_camp/lumber_camp_bopmahogany, HEADING, header:ignore, 0, 0, 0
306, idas:witches_treestump, HEADING, header:ignore, 0, 0, 0
307, idas:witches_treestump, MONSTER, minecraft:witch, 1, 1, 1
308, idas:witches_treestump, CREATURE, minecraft:cat, 1, 1, 1
309, terralith:zpointer/minecraft_river, HEADING, header:ignore, 0, 0, 0
310, terralith:zpointer/minecraft_jagged_peaks, HEADING, header:ignore, 0, 0, 0
311, idas:necromancers_spire, HEADING, header:ignore, 0, 0, 0
312, idas:necromancers_spire, MONSTER, quark:wraith, 10, 1, 1
313, terralith:zpointer/minecraft_old_growth_pine_taiga, HEADING, header:ignore, 0, 0, 0
314, terralith:zpointer/terralith_alpha_islands, HEADING, header:ignore, 0, 0, 0
315, ctov:medium/village_taiga, HEADING, header:ignore, 0, 0, 0
316, ctov:medium/village_taiga, CREATURE, mythicmounts:firebird, 10, 1, 1
317, terralith:zpointer/terralith_caldera, HEADING, header:ignore, 0, 0, 0
318, terralith:zpointer/minecraft_windswept_gravelly_hills, HEADING, header:ignore, 0, 0, 0
319, biomemakeover:sunken_ruin, HEADING, header:ignore, 0, 0, 0
320, idas:sunken_ship/sunken_ship_coral, HEADING, header:ignore, 0, 0, 0
321, idas:sunken_ship/sunken_ship_coral, MONSTER, quark:wraith, 5, 1, 2
322, hexerei:dark_coven, HEADING, header:ignore, 0, 0, 0
323, explorify:watchtower/savanna, HEADING, header:ignore, 0, 0, 0
324, terralith:zpointer/terralith_bryce_canyon, HEADING, header:ignore, 0, 0, 0
325, terralith:zpointer/terralith_ice_marsh, HEADING, header:ignore, 0, 0, 0
326, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
327, ctov:pillager_outpost_mesa, MONSTER, minecraft:pillager, 5, 1, 5
328, ctov:pillager_outpost_mesa, MONSTER, minecraft:evoker, 1, 1, 1
329, ctov:pillager_outpost_mesa, MONSTER, minecraft:vindicator, 2, 1, 3
330, ctov:pillager_outpost_mesa, MONSTER, minecraft:witch, 2, 1, 1
331, idas:winter_wagon, HEADING, header:ignore, 0, 0, 0
332, incendium:sanctum, HEADING, header:ignore, 0, 0, 0
333, incendium:sanctum, MONSTER, minecraft:skeleton, 2, 1, 1
334, terralith:zpointer/terralith_jungle_mountains, HEADING, header:ignore, 0, 0, 0
335, terralith:zpointer/minecraft_wooded_badlands, HEADING, header:ignore, 0, 0, 0
336, idas:washing_camp, HEADING, header:ignore, 0, 0, 0
337, structory:taiga_ruin_surface, HEADING, header:ignore, 0, 0, 0
338, betterdungeons:small_nether_dungeon, HEADING, header:ignore, 0, 0, 0
339, terralith:zpointer/terralith_ashen_savanna, HEADING, header:ignore, 0, 0, 0
340, explorify:guide_post_cold, HEADING, header:ignore, 0, 0, 0
341, bettermineshafts:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
342, terralith:zpointer/terralith_rocky_jungle, HEADING, header:ignore, 0, 0, 0
343, ctov:small/village_snowy, HEADING, header:ignore, 0, 0, 0
344, ctov:small/village_snowy, CREATURE, mythicmounts:firebird, 10, 1, 1
345, terralith:zpointer/terralith_windswept_spires, HEADING, header:ignore, 0, 0, 0
346, ctov:large/village_desert, HEADING, header:ignore, 0, 0, 0
347, ctov:large/village_desert, CREATURE, mythicmounts:firebird, 10, 1, 1
348, totw_reworked:jungle, HEADING, header:ignore, 0, 0, 0
349, ctov:medium/village_dark_forest, HEADING, header:ignore, 0, 0, 0
350, ctov:medium/village_dark_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
351, ctov:medium/village_savanna, HEADING, header:ignore, 0, 0, 0
352, ctov:medium/village_savanna, CREATURE, mythicmounts:firebird, 10, 1, 1
353, terralith:zpointer/minecraft_lush_caves, HEADING, header:ignore, 0, 0, 0
354, ctov:pillager_outpost_plains, HEADING, header:ignore, 0, 0, 0
355, ctov:pillager_outpost_plains, MONSTER, minecraft:pillager, 5, 1, 1
356, ctov:pillager_outpost_plains, MONSTER, minecraft:evoker, 1, 1, 1
357, ctov:pillager_outpost_plains, MONSTER, minecraft:vindicator, 2, 1, 1
358, ctov:pillager_outpost_plains, MONSTER, minecraft:witch, 2, 1, 1
359, explorify:supply_cache/forest, HEADING, header:ignore, 0, 0, 0
360, terralith:zpointer/minecraft_beach, HEADING, header:ignore, 0, 0, 0
361, ctov:large/village_plains, HEADING, header:ignore, 0, 0, 0
362, ctov:large/village_plains, CREATURE, mythicmounts:firebird, 10, 1, 1
363, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
364, ctov:pillager_outpost_taiga, MONSTER, minecraft:pillager, 5, 1, 1
365, ctov:pillager_outpost_taiga, MONSTER, minecraft:evoker, 1, 1, 1
366, ctov:pillager_outpost_taiga, MONSTER, minecraft:vindicator, 2, 1, 1
367, ctov:pillager_outpost_taiga, MONSTER, minecraft:witch, 2, 1, 1
